cafe_id,type,reference,claimed_status,claimed_condition,verified_at,provenance
beef0000-0000-4000-8000-000000000143,blog,https://www.dog-cafe-life.saikisyoji.com/2023/05/%E3%80%90the-open-bakery%E3%80%91%E3%81%8A%E5%8F%B0%E5%A0%B4%E3%81%AE%E3%83%86%E3%83%A9%E3%82%B9%E3%83%9A%E3%83%83%E3%83%88ok%E3%81%AE%E3%82%AB%E3%83%95%E3%82%A7%EF%BC%86%E3%83%99%E3%83%BC%E3%82%AB/,conditional,テラス席のみペット同伴OKのカフェ&ベーカリーと紹介,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000144,official_hp,https://www.eggsnthingsjapan.com/odaiba/,conditional,テラス席のみペット同伴可(店内不可),2026-07-17,aggregated
beef0000-0000-4000-8000-000000000144,official_hp,https://www.aquacity.jp/facility/pet/,conditional,3F Eggs 'n Thingsは抱っこまたはリードでの入店可・館内移動はペットカート/キャリーバッグに全身収納必須,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000144,blog,https://www.gowithdog.org/odaiba-eggs-thingth-restrant/,conditional,テラス席がペット同伴可能なレストランと紹介,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000145,official_hp,https://www.ccinc-love.com/lesdeuxbleue/,conditional,店内は犬のみペット同伴可(他のペットは不可),2026-07-17,aggregated
beef0000-0000-4000-8000-000000000145,blog,https://www.wan-vanlife.com/2022/10/24/les_deux_bleue/,conditional,ららぽーと豊洲内で数少ない店内も犬同伴可のレストランと紹介,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000145,official_hp,https://mitsui-shopping-park.com/lalaport/toyosu/shopguide/700329.html,allowed,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000146,official_hp,https://www.toyosu-sail-park.jp/pets/,conditional,店内のみ入店可能(テラス席なし)・リード/キャリーいずれも対応,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000146,other,https://www.veltra.com/jp/yokka/article/anea-cafe-toyoshu/,conditional,1グループ最大6頭まで(大型犬は3頭まで)・リード着用とカフェマット使用が基本と紹介,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000146,blog,https://inuyume.com/toyosu-sail-park/,conditional,店内のみ入店可能・テラス席なし・わんちゃん用メニューありと紹介,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000147,official_hp,https://www.toyosu-sail-park.jp/shop/shop-288/,unverified,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000147,official_hp,https://www.toyosu-sail-park.jp/pets/,conditional,テラス席のみ入店可能・キャリーバッグ使用時のみ対応(リードでの入店は不可),2026-07-17,aggregated
beef0000-0000-4000-8000-000000000147,blog,https://inuyume.com/sail-park-dabocca/,conditional,テラスのみ入店可能と紹介,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000147,blog,https://toyosu.tokyo/gourmet/pizzeria-da-bocca/,conditional,テラス席はペットOKと紹介,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000148,official_hp,https://www.toyosu-sail-park.jp/shop/shop-207/,conditional,テラス席でペット同伴可(店内可否・リード/キャリーの条件は本ページに記載なし),2026-07-17,aggregated
beef0000-0000-4000-8000-000000000148,official_hp,https://www.toyosu-sail-park.jp/pets/,conditional,テラス席のみ入店可能・リード/キャリーいずれも対応,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000148,blog,https://inuyume.com/toyosu-sail-park/,conditional,テラスのみ入店可能・テラス席は少数(1席程度)との訪問記あり,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000080,blog,https://pet-restaurant.com/report-crisscross/,conditional,テラス席のみ犬同伴可(店内不可)・ペット用水皿ありだがリードフックはなし,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000080,blog,https://mrs.living.jp/tokyo/town_gourmet/reporter/4894446,conditional,テラス席で犬同伴可能(ドッグマナー厳守)と紹介,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000080,blog,https://wankonowa.com/column/2473/,conditional,テラスのみ同伴可・大型犬も可と一覧表に明記,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000080,blog,https://kyuzitsu-inubu.com/features/75399/,conditional,テラス席のみ・小型犬から大型犬までOKと明記,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000081,blog,https://wankonowa.com/column/2473/,conditional,テラス1席のみ犬同伴可・大型犬不可・前日予約可と明記,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000081,blog,https://wankonowa.com/column/3810/,conditional,テラスのみ同伴可・大型犬不可・テラス1席のみ・前日予約必須と明記,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000081,official_hp,https://tonkatsu.jp/,unverified,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000082,blog,https://itsumo.dog/1019/,conditional,テラス・オープンエアのみ犬同伴可(小型〜大型犬まで対応可能)と明記,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000082,blog,https://wankonowa.com/column/2473/,conditional,店内一部○・テラス○(大型犬は要確認)・マナーウェア着用と一覧表に明記,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000082,blog,https://wankonowa.com/column/3810/,conditional,店内一部・テラスで犬同伴可(大型犬も可)・ランチ予約不可と明記,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000082,official_hp,https://www.hakka-group.co.jp/brands/cafemadu-aoyama/,unverified,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000083,blog,https://wankonowa.com/column/2473/,conditional,店内犬同伴可(テラスなし)・大型犬不可・カートやスリング利用推奨と明記,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000083,blog,https://wankonowa.com/column/3810/,conditional,店内犬同伴可・大型犬不可・床歩行不可のためカート等推奨と明記,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000083,other,https://rurubu.jp/andmore/spot/80133090,unverified,,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000084,blog,https://odekake-wanko-bu.com/il-lupino-prime/,conditional,テラス席(約50席)のみ犬同伴可・店内不可と明記,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000084,other,https://prtimes.jp/main/html/rd/p/000000031.000023568.html,conditional,運営会社によるプレスリリース。ワンちゃん専用メニュー(パン3種・ケーキ2種・ノンアルコールドリンク)提供開始を発表,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000084,blog,https://wankonowa.com/column/2473/,conditional,テラスのみ同伴可・大型犬不可と一覧表に明記,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000084,blog,https://wankonowa.com/column/3810/,conditional,テラスのみ同伴可・大型犬不可・愛犬用メニューありと明記,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000085,official_hp,https://www.kawakamian.com/shops/aoyama.php,conditional,1Fテラス(6席)はペットOKと公式サイトに明記,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000085,blog,https://iinami.co.jp/pets/kawakamian-azabu-aoyama/,conditional,テラス席のみ犬同伴可(簡易的なテラス)・犬連れの場合は事前予約を推奨と記載,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000085,blog,https://wankonowa.com/column/3810/,conditional,テラスのみ犬同伴可・大型犬も可と一覧表に明記,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000086,blog,https://tsutsujilog.net/minamiaoyama-2/,conditional,入口テラスカウンター席のみ犬同伴可(わんこOK)と明記,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000086,blog,https://wankonowa.com/column/2473/,conditional,テラスのみ犬同伴可・大型犬も可と一覧表に明記,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000087,blog,https://tsutsujilog.net/ericrose/,conditional,テラス席のみ犬同伴可(店内は不可と推定される記述)と明記,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000087,blog,https://m-lifeblog.com/archives/3058,conditional,テラス席のみ犬同伴可(屋内は入店不可)・ヒーターやパラソル、ペット用飲用水の用意はなしと明記,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000088,blog,https://www.dog-ful.com/places/1211,conditional,テラス席のみペットOKと明記,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000088,blog,https://omotesando-blog.com/ralphs-coffee-omotesando/,conditional,テラス席は犬OK・大型犬も可・ペットカートでの来店も可と明記,2026-07-17,aggregated
beef0000-0000-4000-8000-000000000089,blog,https://odekake-wanko-bu.com/spot/gentle-dining/,conditional,ガーデンテラス席で犬同伴可・カフェマット持参推奨と明記(単独出典),2026-07-17,aggregated
